# form	pos	lemma	sense	freq
ངོ་གཡོག				4
ངོ་གྲངས				3
ངོ་ཅག				5
ངོ་ཆེན				48
ངོ་ཏི				117
ངོ་ཐོག				48
ངོ་དགའ				29
ངོ་བསྟོད				18
ངོ་བོ				72174
ངོ་བོ་ཉིད				3866
ངོ་བོ་ཉིད་སྟོང་པ་ཉིད				2525
ངོ་མཚར				10192
ངོ་མཚར་པོ				1
ངོ་མཚར་བ				266
ངོ་ཚ				1461
ངོ་ཚ་བ				86
ངོ་ཚབ				5
ངོ་ཟློག				7
ངོ་འཕང				1
ངོ་འཕྲོད				88
ངོ་འཛིན				29
ངོ་འཛུམ				26
ངོ་རུ				3
ངོ་ལེན				13
ངོ་ལོག				31
ངོ་ལྐོག				95
ངོ་ལྟ				8
ངོ་སོ				86
ངོ་སྐལ				506
ངོ་སྤྲོད				2458
ངོ་སྤྲོད་དྲུག				2
ངོ་སྲུང				118
ངོགས				593
ངོམ				89
ངོམ་ཆུ				2
ངོམ་པ				123
ངོམ་སོ				1
ངོམས				627
ངོར་ལུགས				32
ངོས				14353
ངོས་བཟུང				308
ངོས་མཇལ				1
ངོས་ཟིན				104
ངོས་འཛིན				2494
ངོས་རོལ				2
ངོས་ལམ				1
ངོས་ལེན				8
ངོས་སྦྱོར				3
ཅ				370
ཅ་ག				6
ཅ་གེ				4
ཅ་ཅོ				507
ཅ་ཅོ་མེད་པ				25
ཅ་པ				14
ཅ་ཟིང་པོ				1
ཅ་རེ				3
ཅ་ལག				7
ཅག				980
ཅག་གེ				6
ཅག་ཅག				47
ཅང				4419
ཅང་ཀ་དེའུ				1
ཅང་ཏེའུ				584
ཅང་ཤེས				45
ཅན				38155
ཅབ				6
ཅབ་ཅབ				2
ཅམ				58
ཅམ་ཅམ				4
ཅར་རེ				2
ཅལ				196
ཅལ་ཅོལ				115
ཅལ་སྒྲ				1
ཅལ་སྒྲོག				7
ཅི				125791
ཅི་ག				2
ཅི་ཆ				1
ཅི་དྲག				6
ཅི་ཡོད				19
ཅིག				144828
ཅིག་ཅར				3957
ཅིག་ཤོས				1438
ཅིང				158438
ཅིའང				433
ཅིར				13
ཅིལ				1
ཅིས				2
ཅུ				32688
ཅུ་གང				1
ཅུང				1155
ཅུང་པེང				6
ཅུང་ཞིག				515
ཅུང་ཟད				27823
ཅུང་རི་བོ་ཆེ				1
ཅུད				1
ཅེ་རེ				86
ཅེ་སྤྱང				590
ཅེའོ				3
ཅེར				318
ཅེར་རེ				16
ཅེས				151469
ཅེས་པ				18887
ཅོ				340
ཅོ་ཀ				2
ཅོ་ག				4
ཅོ་ཅོ				1
ཅོ་ཏོ				2
ཅོ་ཐོ				2
ཅོ་དོ				4
ཅོ་པ				5
ཅོ་བྲེགས				1
ཅོ་འདྲི				30
ཅོ་འདྲི་བ				13
ཅོ་ལོ				1
ཅོག				2171
ཅོག་གེ				10
ཅོག་གྲུ་ཤེས་རབ་བླ་མ				2
ཅོག་པ				41
ཅོག་པུ				4
ཅོག་པོ				2
ཅོག་བུ				4
ཅོག་ཙེ				21
ཅོག་རོ				34
ཅོག་རོ་ལྷ་ལོད				1
ཅོང				316
ཅོང་ཞི				10
ཅོང་རོང				6
ཅོད་པ				6
ཅོད་པན				3877
ཅོལ				369
ཅོལ་གཏམ				1
ཅོལ་ཆུང				69
ཅོལ་ལེ་བ				1
ཆ				41152
ཆ་ཁ				5
ཆ་ག				33
ཆ་ག་པ				1
ཆ་གཏེར				2
ཆ་གསུམ				196
ཆ་གསུམ་གཏོར་མ				48
ཆ་གྲངས				7
ཆ་ཅན				112
ཆ་ཆ				27
ཆ་ཉམས་པ				2
ཆ་དཔྱད				8
ཆ་པ				79
ཆ་ཕྲ་བ				35
ཆ་ཕྲ་མོ				38
ཆ་ཕྲན				1242
ཆ་བ				97
ཆ་བགོས				2
ཆ་བཞག				1
ཆ་བཞག་པ				2
ཆ་བསགས་པ				1
ཆ་བྱད				1483
ཆ་མ				168
ཆ་མ་མཆིས				1
ཆ་མ་ཡིན				1
ཆ་མཉམ				72
ཆ་མཐུན				1871
ཆ་མཐུན་པ				52
ཆ་མེད				86
ཆ་ཙམ				20
ཆ་ཚང				147
ཆ་ཚད				95
ཆ་འཇོག				2
ཆ་འདྲ་བ				42
ཆ་འཛིན				71
ཆ་ར				3
ཆ་རུ				38
ཆ་རེ				108
ཆ་རྐྱེན				805
ཆ་རྒྱུས				7
ཆ་རྫོགས				21
ཆ་ལག				534
ཆ་ལང				130
ཆ་ལམ				4
ཆ་ལུགས				4527
ཆ་ལྡན				20
ཆ་ཤས				2437
ཆ་ཤས་ཅན				32
ཆ་སྙོམས				112
ཆ་སྟ				3
ཆ་སྤྱད				36
ཆག				2252
ཆག་གང				19
ཆག་གྲུག				4
ཆག་གྲུམ				6
ཆག་ཆག				1039
ཆག་ཐོ				1
ཆག་དུམ				6
ཆག་པ				479
ཆག་པོ				1
ཆག་ཙེ				1
ཆག་ཡས				2
ཆག་ཤིང				1
ཆག་སྒོ				49
ཆགས				17677
ཆགས་ཆེན་མ				1
ཆགས་ཉམས				67
ཆགས་ཐོགས				98
ཆགས་དུས				21
ཆགས་པ				18718
ཆགས་བསྐལ				2
ཆགས་བྲལ				1614
ཆགས་ཚུལ				111
ཆགས་ཞེན				202
ཆགས་འཇིག				26
ཆགས་ཡུལ				51
ཆགས་རྒྱ				7
ཆགས་རྟེན				3
ཆགས་ལྡན་མ				2
ཆགས་སེམས				422
ཆགས་སྐྱེད				3
ཆགས་སྐྱེས				6
ཆགས་སྒོ				6
ཆགས་སྡང				3659
ཆགས་སྤྱོད				22
ཆགས་སྲེད				5
ཆང				10377
ཆང་ཁང				13
ཆང་ཆུང				5
ཆང་ཐུབ				2
ཆང་ནད				3
ཆང་པ				48
ཆང་བུམ				3
ཆང་མ				17
ཆང་མཆོད				1
ཆང་མལ				2
ཆང་ཟུང				11
ཆང་རྒན				3
ཆང་རྒོད				11
ཆང་ས				10
ཆང་སྣོད				15
ཆངས་པ				8
ཆངས་བུ				271
ཆད				11194
ཆད་ཉམས				81
ཆད་ཐོ				182
ཆད་དོན				17
ཆད་པ				7881
ཆད་པར་སྨྲ་བ				1
ཆད་པོ				5
ཆད་མཐའ				101
ཆད་མཐུད				3
ཆད་མདོ				436
ཆད་འཛིན				3
ཆད་ཡིག				1
ཆད་ལས				184
ཆད་ལུས				9
ཆད་ལྟ				136
ཆད་ལྷག				131
ཆད་སོ				1
ཆད་སྨྲ				17
ཆན				280
ཆན་པ				16
ཆབ				1512
ཆབ་ཁང				6
ཆབ་ཁུང				22
ཆབ་གཏོར				92
ཆབ་གདན				9
ཆབ་ཆེན				1
ཆབ་ཆོབ				1
ཆབ་བཞེས་པ				1
ཆབ་མ				18
ཆབ་མདོ				15
ཆབ་ཞབས				1
ཆབ་ཞུགས				1
ཆབ་འགོ				1
ཆབ་འབངས				49
ཆབ་འཚལ་བ				2
ཆབ་འོག				28
ཆབ་རིལ				7
ཆབ་རིལ་བ				2
ཆབ་རོམ				120
ཆབ་ལྕེ				1
ཆབ་ཤོག				39
ཆབ་སྒོ				45
ཆབ་སྒོ་བ				12
ཆབ་སྩལ				2
ཆབ་སྲིད				219
ཆབས་ཅིག				149
ཆམ				203
ཆམ་པ				52
ཆམ་བཞག				3
ཆམ་མེ				38
ཆམ་མེ་བ				3
ཆམ་རིམས				3
ཆམས				33
ཆའི་རྒྱན				2
ཆར་ཁེབས				59
ཆར་གཡེང				1
ཆར་གོས				4
ཆར་ཅན				1
ཆར་ཆུ				337
ཆར་ཐིགས				8
ཆར་དགའ				1
ཆར་དབབ་པ				4
ཆར་དུ་བསྙིལ				30
ཆར་དུས				15
ཆར་དྲག				24
ཆར་ཕྲན				2
ཆར་བ				221
ཆར་མུན				11
ཆར་མེད				27
ཆར་ཞོད				1
ཆར་ཟིམ				5
ཆར་འབབ				27
ཆར་འབེབས				268
ཆར་ཡང				7
ཆར་ཡིབ				4
ཆར་རྒྱུན				508
ཆར་རྡུལ				1
ཆར་རྡོ				1
ཆར་རླུང				37
ཆར་ལྡན				1
ཆར་ལྡན་དུས				7
ཆར་སྐྱ				1
ཆར་སྐྱོབ				4
ཆར་སྡོད་བྱེའུ				6
ཆར་སྤྲིན				146
ཆལ				68
ཆལ་ཆལ				6
ཆལ་ཆིལ				24
ཆལ་ཆོལ				47
ཆལ་མ				5
ཆལ་སྒྲ				1
ཆས				6883
ཆས་ཀ				4
ཆས་གོས				165
ཆས་པ				559
ཆས་ཞུགས				30
ཆི				35
ཆིག				1415
ཆིག་ཆོད				163
ཆིག་ཐུབ				381
ཆིག་བརྒྱུད				382
ཆིག་ཚུགས				3
ཆིག་འདྲིལ				5
ཆིག་རྐྱང				63
ཆིག་ལབ				2
ཆིག་ཤད				6
ཆིག་སྐྱེས				1
ཆིག་སྒྲིལ				29
ཆིང་སང				4
ཆིངས				2355
ཆིངས་མ				9
ཆིབ་པ				7
ཆིབས				2186
ཆིབས་ཁ				4
ཆིབས་ཆེན				2
ཆིབས་དཔོན				3
ཆིབས་པ				151
ཆིབས་བསུ				3
ཆིབས་བསྐྱོད				18
ཆིབས་བསྒྱུར				5
ཆིབས་རགས				12
ཆིབས་རྟ				14
ཆིབས་སྐྱེལ				1
ཆིར				17
ཆིལ				273
ཆིལ་ཆིལ				46
ཆུ				42010
ཆུ་ཀླུང				2611
ཆུ་ཀློང				5
ཆུ་ཁ				62
ཆུ་ཁམས				311
ཆུ་ཁུང				43
ཆུ་ཁུར				25
ཆུ་ཁོལ				10
ཆུ་གང				66
ཆུ་གཉེར				13
ཆུ་གཏེར				1129
ཆུ་གཏེར་ལམ				1
ཆུ་གཏོར				279
ཆུ་གདན				3
ཆུ་གནས				43
ཆུ་གཞུང				11
ཆུ་གཟར				1
ཆུ་གར				5
ཆུ་གཤོང				3
ཆུ་གསུམ				7
ཆུ་གྲི				133
ཆུ་གྲོག				1
ཆུ་གླང				111
ཆུ་གླིང				37
ཆུ་ངན				25
ཆུ་ངོགས				91
ཆུ་ངོས				3
ཆུ་ཅན				17
ཆུ་ཆག				1
ཆུ་ཆུ				24
ཆུ་ཆུན				2
ཆུ་ཆེན				78
ཆུ་ཆོད་པ				2
ཆུ་ཉུང				16
ཆུ་ཏིག				1
ཆུ་ཐག				6
ཆུ་ཐིགས				177
ཆུ་དག				84
ཆུ་དངོ				3
ཆུ་དཔྱད				3
ཆུ་དབང				416
ཆུ་དབུས་པ				4
ཆུ་དམར				10
ཆུ་དར				38
ཆུ་དོང				11
ཆུ་དྭངས				18
ཆུ་ནད				19
ཆུ་པ				10
ཆུ་པད				1
ཆུ་ཕུགས				1
ཆུ་ཕུད				6
ཆུ་ཕོ				27
ཆུ་ཕྱགས				3
ཆུ་ཕྱར				1
ཆུ་ཕྲན				80
ཆུ་བ				219
ཆུ་བཅུད				12
ཆུ་བདག				265
ཆུ་བདག་གྲངས				1
ཆུ་བན				1
ཆུ་བཞི				152
ཆུ་བཟང་པོ				1
ཆུ་བརྒལ་བ				9
ཆུ་བལ				13
ཆུ་བཤལ				1
ཆུ་བསངས				1
ཆུ་བུག				2
ཆུ་བུམ				2
ཆུ་བུར				293
ཆུ་བོ				5333
ཆུ་བོ་བ				2
ཆུ་བོ་རབ་མེད				2
ཆུ་བོ་རི				19
ཆུ་བྱ				62
ཆུ་བྱི				1
ཆུ་བྲུབ་པ				1
ཆུ་མ				122
ཆུ་མཁྲིས				1
ཆུ་མཁྲེགས				1
ཆུ་མགོ				31
ཆུ་མདའ				7
ཆུ་མདོ				5
ཆུ་མིག				1270
ཆུ་མོ				200
ཆུ་ཚགས				323
ཆུ་ཚད				14
ཆུ་ཚན				143
ཆུ་ཚོད				1689
ཆུ་ཞེང				411
ཆུ་ཟངས				15
ཆུ་ཟིལ				1
ཆུ་ཟུར				1
ཆུ་ཟོམ				5
ཆུ་ཟླ				472
ཆུ་འཁོར				14
ཆུ་འགོ				11
ཆུ་འགྱུ				1
ཆུ་འགྲམ				277
ཆུ་འགྲོ				2
ཆུ་འཐོར				78
ཆུ་འདྲེན				15
ཆུ་འབབ				11
ཆུ་འབེབས				97
ཆུ་འབོག				9
ཆུ་འབྱུང				7
ཆུ་འབྲུག				27
ཆུ་འཛིན				182
ཆུ་འོད				7
ཆུ་འོབས				2
ཆུ་ཡི་ས་བོན				4
ཆུ་ཡུར				6
ཆུ་ར				29
ཆུ་རགས				7
ཆུ་རབ				23
ཆུ་རས				2
ཆུ་རིས				83
ཆུ་རུང་བ་ལྔ				3
ཆུ་རུད				2
ཆུ་རྐ				3
ཆུ་རྐྱང				5
ཆུ་རྐྱལ				3
ཆུ་རྒོད				8
ཆུ་རྒྱན				1
ཆུ་རྒྱུད				12
ཆུ་རྒྱུན				2858
ཆུ་རྒྱུས				189
ཆུ་རྔམས				13
ཆུ་རྙོག				2
ཆུ་རྟགས				4
ཆུ་རྡུལ				40
ཆུ་རྡོ				14
ཆུ་རྡོལ				2
ཆུ་རྣག				1
ཆུ་རྩ				45
ཆུ་རྩམ				1
ཆུ་རྩེད				2
ཆུ་རྩྭ				1
ཆུ་རྫ				10
ཆུ་རླངས				4
ཆུ་རླབས				192
ཆུ་ལག				85
ཆུ་ལམ				79
ཆུ་ལུད				209
ཆུ་ལོ				6
ཆུ་ལོག				9
ཆུ་ལོན				131
ཆུ་ལྕག				20
ཆུ་ལྡན				20
ཆུ་ལྡན་མ				4
ཆུ་ལྷ				297
ཆུ་ལྷ་མོ				16
ཆུ་ལྷམ				1
ཆུ་ལྷོག				4
ཆུ་ཤིང				785
ཆུ་ཤུལ				19
ཆུ་ཤེལ				722
ཆུ་སེར				129
ཆུ་སོ				61
ཆུ་སྐོར				8
ཆུ་སྐྱ				6
ཆུ་སྐྱར				7
ཆུ་སྐྱུར				10
ཆུ་སྐྱེས				716
ཆུ་སྐྱེས་ཅན				6
ཆུ་སྐྱེས་མ				2
ཆུ་སྐྱོགས				7
ཆུ་སྐྱོར				17
ཆུ་སྐྲན				1
ཆུ་སྒོ				9
ཆུ་སྒྲོགས				1
ཆུ་སྔོན				4
ཆུ་སྙིང				3
ཆུ་སྟག				29
ཆུ་སྟོད				279
ཆུ་སྟོད་ཟླ་བ				5
ཆུ་སྡོར				1
ཆུ་སྣོད				340
ཆུ་སྤེལ				1
ཆུ་སྤྲིན				8
ཆུ་སྦུག				4
ཆུ་སྦུབས				1
ཆུ་སྦུར				26
ཆུ་སྦྱིན				214
ཆུ་སྦྱོར				37
ཆུ་སྦྲུལ				34
ཆུ་སྨད				148
ཆུ་སྨན				16
ཆུ་སྨྱོན				1
ཆུ་སྲང				282
ཆུ་སྲམ				2
ཆུ་སྲི				2
ཆུ་སྲིན				2740
ཆུ་སྲིབ				1
ཆུ་སྲེལ				1
ཆུ་སྲོལ				8
ཆུག				1821
ཆུགས				58
ཆུང				8329
ཆུང་གཉེན				3
ཆུང་གྲས				1
ཆུང་གྲོགས				5
ཆུང་ངུ				6243
ཆུང་ཆུང				90
ཆུང་ཆེས་པ				1
ཆུང་ཐ				3
ཆུང་ཐིག				1
ཆུང་བ				4593
ཆུང་བྱེད				3
ཆུང་མ				4526
ཆུང་འཛིན				1
ཆུང་ཤ				6
ཆུང་ཤོས				65
ཆུང་སེ་བ				5
ཆུང་སྲི				75
ཆུད				7970
ཆུད་གཟོན་པ				1
ཆུད་གསོན་པ				2
ཆུད་ཟ་བ				109
ཆུད་ཟོས				3
ཆུད་འཛའ				10
ཆུད་འཛའ་བ				3
ཆུན				198
ཆུན་པ				26
ཆུན་པོ				721
ཆུན་བུ				9
ཆུན་མ				33
ཆུན་ལག				13
ཆུབ				2155
ཆུམ་པ				2
ཆུམས				16
ཆུམས་པ				13
ཆུའི་ཁམས				2
ཆུའི་ཕུང་པོ				26
ཆུའི་རོ				1
ཆུའི་ས་བོན				4
ཆུའི་སྔགས				3
ཆུར				11
ཆུར་བ				23
ཆུས				902
ཆུས་འཕེལ				2
ཆེ				20143
ཆེ་ཁག				1
ཆེ་ཁོག				2
ཆེ་གེ་མོ				2719
ཆེ་གྲས				2
ཆེ་ཆུང				4387
ཆེ་ཆེ				92
ཆེ་ཉམས				11
ཆེ་ཐབས				161
ཆེ་དགུ				27
ཆེ་ཕྲ				103
ཆེ་བ				20058
ཆེ་བ་ལྔ				2
ཆེ་བཙན				13
ཆེ་བཞི				11
ཆེ་བརྗོད				66
ཆེ་བསྟོད				16
ཆེ་མཆོག				907
ཆེ་ཚུགས				1
ཆེ་ཞེ				105
ཆེ་འགྱིང				3
ཆེ་འདོད				5
ཆེ་འདོན				49
ཆེ་འཛིན				5
ཆེ་རིམ				42
ཆེ་རྒྱུད				13
ཆེ་ལོང				71
ཆེ་ཤ				1
ཆེ་ཤོས				274
ཆེ་ས				36
ཆེ་སེ་བ				1
ཆེད				21524
ཆེད་ཀ				6
ཆེད་གཏད				3
ཆེད་གཏོང				1
ཆེད་དམིགས				1
ཆེད་དོན				2
ཆེད་བརྗོད				2
ཆེན་ཆུང				11
ཆེན་ཆུན				2
ཆེན་པོ				183575
ཆེན་པོ་ཧོར				1
ཆེན་མ				294
ཆེམ				486
ཆེམ་ཆེམ				109
ཆེམ་མེ་བ				2
ཆེམས				260
ཆེམས་ཆེམས				4
ཆེས				13862
ཆོ				322
ཆོ་ག				33647
ཆོ་ག་གསུམ				2
ཆོ་ངེ				86
ཆོ་འཕྲུལ				7672
ཆོ་འབྲང				176
ཆོ་རིགས				112
ཆོ་རིས				5
ཆོ་རོལ				36
ཆོ་ལེ་བ				1
ཆོ་ལོ				76
ཆོ་ལོ་པ				3
ཆོག				11978
ཆོག་ཆོག				1
ཆོག་མཆན				1
ཆོག་ཤེས				74
ཆོག་ཤེས་པ				20
ཆོགས				116
ཆོངས				345
ཆོད				7623
ཆོད་དོན				11
ཆོད་མ				9
ཆོན				4
ཆོན་ཐག				29
ཆོན་ཕུར				1
ཆོམ				95
ཆོམ་པོ				122
ཆོམ་རྐུན				2093
ཆོམས				203
ཆོར				8
ཆོལ				281
ཆོལ་ཁ				35
ཆོལ་ཁ་གསུམ				1
ཆོལ་པ				11
ཆོལ་ཟངས				12
ཆོས				392115
ཆོས་ཁང				4
ཆོས་ཁམས				63
ཆོས་ཁྲི				14
ཆོས་ཁྲིམས				299
ཆོས་གཉིས				1
ཆོས་གཞིས				15
ཆོས་གཡང				4
ཆོས་གསུམ				107
ཆོས་གོས				9296
ཆོས་གོས་བྱིན་རླབས				2
ཆོས་གྲགས				460
ཆོས་གྲོགས				6
ཆོས་གྲྭ				857
ཆོས་ཅན				16413
ཆོས་ཅན་འགོག་པ				5
ཆོས་ཉན་པ				28
ཆོས་ཉིད				24946
ཆོས་ཉིད་ཆོས་སྐུ				10
ཆོས་ཐུན				439
ཆོས་ཐོག				6
ཆོས་དཀར་པོ				4
ཆོས་དཀོན་མཆོག				2
ཆོས་དགེ				3
ཆོས་དང་ཆོས་ཉིད་རྣམ་པར་འབྱེད་པ				39
ཆོས་དང་ཆོས་ཉིད་རྣམ་འབྱེད				34
ཆོས་དད				4
ཆོས་དཔེ				3
ཆོས་དབྱིངས				7981
ཆོས་དབྱིངས་ཡེ་ཤེས				464
ཆོས་དུང				132
ཆོས་དྲན་པ་ཉེར་བཞག				4
ཆོས་དྲིན				2
ཆོས་དྲུག				18
ཆོས་དྲེད				5
ཆོས་ནོར				1
ཆོས་པ				722
ཆོས་ཕུང				166
ཆོས་ཕུན་སུམ་ཚོགས་པ				113
ཆོས་ཕྱོགས				1
ཆོས་བཅུ				20
ཆོས་བཅོས་མ				3
ཆོས་བདག				457
ཆོས་བཞི				329
ཆོས་བཟང				100
ཆོས་བཟོད				284
ཆོས་བརྒྱད				1
ཆོས་བརྒྱུད				252
ཆོས་བློ				53
ཆོས་བློན				2
ཆོས་མ				10
ཆོས་མངོན་གྱུར				4
ཆོས་མངོན་པ				639
ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ				15
ཆོས་མངོན་པ་མཛོད				71
ཆོས་མངོན་མཛོད				20
ཆོས་མངོན་རྟོགས				6
ཆོས་མཆོག				1805
ཆོས་མཉམ་པ་ཉིད				4
ཆོས་མཐུན				39
ཆོས་མཐུན་པ				4
ཆོས་མཚམས				65
ཆོས་མཚུངས				7
ཆོས་མཛད				24
ཆོས་ཚན				149
ཆོས་ཚིགས				7
ཆོས་ཚུལ				854
ཆོས་ཚོགས				31
ཆོས་ཟོག				1
ཆོས་འཁོར				3273
ཆོས་འགོག་པ				9
ཆོས་འཆད་པ				8
ཆོས་འདུལ་བ				988
ཆོས་འབངས				7
ཆོས་འབྱུང				1360
ཆོས་འབྱུང་པདྨ				7
ཆོས་འབྱོར				9
ཆོས་འབྲེལ				214
ཆོས་འཚོང་བ				3
ཆོས་ར				5
ཆོས་རྒྱ				70
ཆོས་རྒྱལ				916
ཆོས་རྗེ				4623
ཆོས་རྗེ་གཞོན་ནུ་སེངྒེ				1
ཆོས་རྗེ་བསོད་ནམས་རྒྱལ་མཚན				11
ཆོས་རྗེ་ཡེ་ཤེས་རྒྱལ་མཚན				51
ཆོས་རྗེ་སྨར་པ				3
ཆོས་རྣམ་པ་གཉིས				6
ཆོས་རྣམ་པ་བཞི				2
ཆོས་རྩོད				4
ཆོས་རྫོང				31
ཆོས་རྭ				8
ཆོས་ལུགས				1026
ཆོས་ལོག་པ				4
ཆོས་ལྔ				16
ཆོས་ལྡན				441
ཆོས་ཤེས				53
ཆོས་ཤེས་པ				1
ཆོས་སེམས				127
ཆོས་སྐད				223
ཆོས་སྐུ				10298
ཆོས་སྐུ་རྡོ་རྗེ་འཆང				42
ཆོས་སྐུའི་ཡེ་ཤེས				25
ཆོས་སྐུའི་ཡེ་ཤེས་གསུམ				1
ཆོས་སྐོར				1621
ཆོས་སྐྱོང				7790
ཆོས་སྐྱོབ				41
ཆོས་སྒོ				305
ཆོས་སྒྲ				20
ཆོས་སྟོན				96
ཆོས་སྟོན་པ				46
ཆོས་སྡེ				387
ཆོས་སྤུན				5
ཆོས་སྤྱོད				1294
ཆོས་སྤྱོད་པ				49
ཆོས་སྤྲིན				3
ཆོས་སྦྱིན				77
ཆོས་སྨན				42
ཆོས་སྲིད				246
ཆོས་སྲུང				606
ཇ				1414
ཇ་ཁ				7
ཇ་ཁང				8
ཇ་ཁུ				3
ཇ་ཁུག				4
ཇ་ཁྲ				1
ཇ་ཐང				3
ཇ་ཐུག				8
ཇ་དཀར				18
ཇ་དཔོན				18
ཇ་ནག				1
ཇ་ཕུད				13
ཇ་ཕོར				9
ཇ་བག				1
ཇ་མ				14
ཇ་མཆོད				75
ཇ་མདོག				1
ཇ་མར				1
ཇ་འཁོར་དྲུག				2
ཇ་འདྲེན				55
ཇ་འབྲུ				1
ཇ་རིལ				15
ཇ་རོ				3
ཇ་རྒོད				1
ཇ་རྒྱབ				8
ཇ་ཤིང				3
ཇ་སིག				53
ཇ་སྐྱོགས				1
ཇ་སྒམ				5
ཇ་སྦག				3
ཇ་ཧོང				5
ཇག				166
ཇག་དཔོན				10
ཇག་པ				258
ཇག་རྐུན				73
ཇར				9
ཇི				184832
ཇི་ག				42
ཇི་བཞིན				626
ཇི་ཞིག				3
ཇི་སྐད				15
ཇི་སྙེད				22
ཇི་སྲིད				12491
ཇིམ་གྱིམ				24
ཇིལ				2
ཇུ				12
ཇུ་ཐིག				5
ཇུ་བོ				1
ཇུ་ཙེ				2
ཇུན་གར				2
ཇུན་ཝང				1
ཇུས				31
ཇུས་ལེགས				1
ཇེ				2373
ཇེ་གསལ				70
ཇེ་ཆུང				125
ཇེ་ཆེ				16
ཇེ་ཐུ				4
ཇེ་ཐུང				46
ཇེ་དམའ				11
ཇེང				17
ཇོ				73
ཇོ་ཁང				2
ཇོ་ཇོ				30
ཇོ་ནང་པ				120
ཇོ་བོ				3665
ཇོ་བོ་བཀའ་གདམས་པ				5
ཇོ་བོ་རྗེ				309
ཇོ་བོ་ཤཱཀྱ་མུ་ནེ				2
ཇོ་མོ				1084
ཇོ་མོ་གངས་དཀར				8
ཇོ་ལགས				4
ཉ				3574
ཉ་ཁྱིམ				6
ཉ་ཁྲ				5
ཉ་ཁྲི				1
ཉ་ག				4
ཉ་གང				45
ཉ་གང་ཟླ་བ				3
ཉ་དོལ				2
ཉ་དྲི				1
ཉ་དྲུག				3
ཉ་པ				236
ཉ་ཕྱིས				256
ཉ་བ				354
ཉ་བཤོར				1
ཉ་མ				101
ཉ་མཁྲིས				2
ཉ་མིག				43
ཉ་མོ				105
ཉ་ཚང				13
ཉ་ཚེས				16
ཉ་འབིགས				1
ཉ་འཛིན				4
ཉ་ཡི་ཏོག་ཅན				2
ཉ་ར				23
ཉ་རུས				8
ཉ་རྒྱ				30
ཉ་རྒྱས				93
ཉ་ལས				3
ཉ་ལྕིབས				21
ཉ་ཤ				73
ཉ་ཤི				16
ཉ་སོག				2
ཉ་སྐྱོགས				7
ཉ་སྒོང				4
ཉ་སྟོང				73
ཉ་སྟོན				11
ཉ་སྲམ				6
ཉག				1745
ཉག་ཁྲམ				1
ཉག་ག				2
ཉག་ཆུ				3
ཉག་ཉག				3
ཉག་ཉིག				1
ཉག་ཉོག				24
ཉག་ཐག				12
ཉག་པ				8
ཉག་པོ				1
ཉག་ཕྲ་བ				1
ཉག་ཕྲན				51
ཉག་མ				229
ཉག་མོ				3
ཉག་རོང				15
ཉག་རྐྱང				1
ཉག་རྡོ				1
ཉང				367
ཉང་ཆུ				5
ཉང་པོ				45
ཉན				4956
ཉན་ཐོས				27491
ཉན་ཐོས་ཐེག་པ				170
ཉན་ཐོས་མཚོན་པ				1
ཉན་ཐོས་འཕགས་པ				61
ཉན་ཐོས་སྡེ་བཞི				1
ཉན་ཐོས་སློབ་པ				80
ཉན་པ				3024
ཉན་པ་པོ				665
ཉན་པོ				134
ཉན་བཤད				361
ཉན་བྱེད				24
ཉན་འཇོག				2
ཉན་རང				5700
ཉན་རྣ				32
ཉབ་ཉོབ				3
ཉབ་པ				1
ཉམ				1849
ཉམ་ང་བ				505
ཉམ་ཆུང				144
ཉམ་ཉེས				7
ཉམ་ཐག				132
ཉམ་དམའ་བ				1
ཉམ་དམས་པ				1
ཉམས				59682
ཉམས་ཁྲིད				5
ཉམས་གསོ				91
ཉམས་གུད				5
ཉམས་གྲིབ				311
ཉམས་ཆག				2199
ཉམས་ཆུང				58
ཉམས་ཉེས				10
ཉམས་དགའ་བ				114
ཉམས་དྲོད				9
ཉམས་པ				11580
ཉམས་བཅོས				2
ཉམས་བདེ་བ				5
ཉམས་བྱེད་པ				2
ཉམས་མགུར				15
ཉམས་མཚར་བ				1
ཉམས་མེད་པ				2
ཉམས་མྱོང				4044
ཉམས་ཚོད				5
ཉམས་ཞན				1
ཉམས་ཞིབ				1
ཉམས་འགྱུར				33
ཉམས་འུར				6
ཉམས་རྒུད				1
ཉམས་རྟོགས				1778
ཉམས་རྩལ				43
ཉམས་ལེན				10957
ཉམས་ལེན་པ				35
ཉམས་ལྡན				91
ཉམས་སད				4
ཉམས་སྟབས				1
ཉམས་སྟོབས				40
ཉམས་སྣང				695
ཉམས་སྨད་པ				1
ཉར				4
ཉར་མ				5
ཉར་ཚགས				2
ཉལ				3624
ཉལ་ཁང				9
ཉལ་ཁྲི				2
ཉལ་ཆས				2
ཉལ་ཉིལ				63
ཉལ་དུད				1
ཉལ་པོ				314
ཉལ་བྱེད				5
ཉལ་མལ				8
ཉལ་འགྲོ				3
ཉལ་ས				37
ཉལ་སློང				4
ཉི				2078
ཉི་ཁྱིམ				22
ཉི་ཁྲི				105
ཉི་ཁྲི་ལྕམ				8
ཉི་གདན				313
ཉི་གདུགས				13
ཉི་གཞོན				96
ཉི་གྲིབ				33
ཉི་ཆ				2
ཉི་ཐིག				4
