# form	pos	lemma	sense	freq
ཉལ་ཁང				9
ཉལ་ཁྲི				2
ཉལ་ཆས				2
ཉལ་ཉིལ				63
ཉལ་དུད				1
ཉལ་པོ				314
ཉལ་བ				1836
ཉལ་བྱེད				5
ཉལ་མལ				8
ཉལ་འགྲོ				3
ཉལ་ས				37
ཉི				2078
ཉི་ཁྱིམ				22
ཉི་ཁྲི				105
ཉི་གདན				313
ཉི་གདུགས				13
ཉི་གཞོན				96
ཉི་གྲིབ				33
ཉི་ཆ				2
ཉི་དཀྱིལ				90
ཉི་དག				31
ཉི་དགའ				8
ཉི་དྲོད				8
ཉི་དྲོས				25
ཉི་ནུབ				64
ཉི་ཕྱེད				39
ཉི་བར				1
ཉི་བུལ				1
ཉི་མ				22826
ཉི་མདངས				1
ཉི་མྱུར				13
ཉི་ཚེ་བ				395
ཉི་ཚོད				18
ཉི་ཟེར				986
ཉི་ཟླ				5325
ཉི་འཁོར				4
ཉི་འཆར				6
ཉི་འདེ				2
ཉི་འཛིན				16
ཉི་འོག				333
ཉི་འོད				597
ཉི་རྐང				22
ཉི་རྒས				6
ཉི་རྡུལ				36
ཉི་ལོག				2
ཉི་ལྡོག				18
ཉི་ཤར				161
ཉི་ཤུ				18356
ཉི་སྐར				24
ཉི་སྐྱེས				13
ཉིང				177
ཉིང་ཁུ				524
ཉིང་གཡོག				11
ཉིང་ཏོར				2
ཉིང་དགོས				296
ཉིང་བྲན				5
ཉིང་མཚམས				1440
ཉིང་འཁྲུལ				205
ཉིང་ལག				878
ཉིང་ཤ				38
ཉིང་སྤྲུལ				35
ཉིང་སློབ				30
ཉིད				381810
ཉིད་ཅག				6
ཉིན				9921
ཉིན་གང				1
ཉིན་གུང				159
ཉིན་ཆས				1
ཉིན་དཀར				2
ཉིན་དགུང				4
ཉིན་པ				1
ཉིན་ཕྱེད				270
ཉིན་ཕྱོགས				3
ཉིན་བྱེད				652
ཉིན་མཚན				3828
ཉིན་ཚད				10
ཉིན་ཞག				3972
ཉིན་ཟླ				4
ཉིན་འཁོར				3
ཉིན་འཁྱོངས				1
ཉིན་རི				4
ཉིན་ལམ				34
ཉིན་ལས				3
ཉིན་ལུང				1
ཉིན་ལོ				11
ཉིན་སྲིབ				15
ཉིན་སྲིབས				1
ཉིལ་ཉིལ				6
ཉིལ་བ				50
ཉིས				7028
ཉིས་བརྩེགས				1
ཉིས་འགྱུར				8
ཉིས་ལྡབ				1
ཉིས་ཤད				1
ཉུག				38
ཉུག་པ				114
ཉུག་བྱེད				3
ཉུགས				4
ཉུགས་པ				6
ཉུང་ངུ				659
ཉུང་ཉུང				3
ཉུང་བ				1202
ཉུང་མ				10
ཉུང་མཐའ				23
ཉུང་ཟད				162
ཉུང་ཤས				89
ཉུངས་པ				3
ཉུངས་མ				11
ཉུལ་བ				80
ཉུལ་བྱེད				3
ཉུལ་མ				8
ཉེ་གཡོག				14
ཉེ་གྲོགས				5
ཉེ་ཆར				53
ཉེ་ཉོན				372
ཉེ་ཐག				2
ཉེ་དགའ				608
ཉེ་དབང				258
ཉེ་དུ				1926
ཉེ་དུས				89
ཉེ་དྲུང				42
ཉེ་པོ				2
ཉེ་བ				3820
ཉེ་མགོན				9
ཉེ་ཚན				14
ཉེ་ཚིག				43
ཉེ་ཞོ				69
ཉེ་འཁོན				14
ཉེ་འཁོར				1696
ཉེ་འགྲམ				529
ཉེ་འདབས				550
ཉེ་འབྱེད				26
ཉེ་འབྲེལ				239
ཉེ་རིགས				2
ཉེ་རིང				1326
ཉེ་རེག				198
ཉེ་ལམ				461
ཉེ་ལོགས				358
ཉེ་ཤིང				22
ཉེ་ས				3
ཉེ་སྐོར				118
ཉེ་སྙིང				730
ཉེ་སྡེ				119
ཉེ་སྤུན				2
ཉེ་སྦས				28
ཉེ་སྲས				44
ཉེག				9
ཉེང				2
ཉེད་པ				109
ཉེན				1865
ཉེན་ཀ				3
ཉེན་ཀོར				123
ཉེན་ཁ				14
ཉེན་པ				832
ཉེའུ				73
ཉེའུ་གྱི				2
ཉེའུ་ཆུང				5
ཉེར				16150
ཉེར་གནས				80
ཉེར་ཉེར				1
ཉེར་ཐོབ				72
ཉེར་བསྡོགས				1670
ཉེར་ཞི				5
ཉེར་འཚེ				420
ཉེར་འཛིན				13
ཉེར་ལེན				1476
ཉེར་སྒྱུར				19
ཉེར་སྤྱད				59
ཉེར་སྤྱོད				975
ཉེར་སྦས				111
ཉེལ་བ				1
ཉེས་ཅན				100
ཉེས་ཆ				39
ཉེས་ཆད				8
ཉེས་དམིགས				3355
ཉེས་དུས				4
ཉེས་པ				23749
ཉེས་བཤད				110
ཉེས་བྱས				445
ཉེས་མེད				634
ཉེས་ལས				17
ཉེས་ལྟུང				1483
ཉེས་སྐྱོན				156
ཉེས་སྤྱད				128
ཉེས་སྤྱོད				882
ཉོ་ཆ				2
ཉོ་བ				140
ཉོ་ཚོང				258
ཉོག				115
ཉོག་པ				29
ཉོག་པོ				5
ཉོད་པ				8
ཉོན				47270
ཉོན་མོངས				17456
ཉོན་ཡིད				268
ཉོན་སྒྲིབ				920
ཉོབ་པ				3
ཉོར				28
ཉོལ				135
ཉོས				456
ཉོས་པ				38
ཊ་སྡེ				17
ཌ་རུ				4
ཌཱ་ཀི				2049
ཏ				6851
ཏ་དབེན				10
ཏ་ལ				257
ཏ་ལེ				5
ཏ་སྡེ				20
ཏ་ཧུང				1
ཏག				21
ཏག་ཏག				3
ཏན་ཏན				3
ཏར				24
ཏལ				61
ཏལ་བ				1
ཏལ་མ				4
ཏལ་སྦྱིན				1
ཏཱ་མིང				1
ཏཱ་ར				122
ཏཱ་ལ				14
ཏི་ཀ				56
ཏི་ཏྲིག				13
ཏི་ཕུ				14
ཏི་མི				25
ཏི་ཙ				10
ཏི་ཚ				14
ཏི་ལ				160
ཏི་ལོ				46
ཏི་ས				28
ཏི་སེ				489
ཏིག				581
ཏིག་ཏ				95
ཏིག་ཏིག				50
ཏིག་པོ				5
ཏིང				607
ཏིང་ཁྲོལ				1
ཏིང་ཏིང				1
ཏིང་ཕོར				39
ཏིང་འཛིན				10171
ཏིང་ལོ				320
ཏིང་ཤགས				42
ཏིལ				4284
ཏིལ་དཀར				13
ཏིལ་ནག				39
ཏིལ་བཅས				4
ཏིལ་མར				281
ཏིལ་འབྲུ				35
ཏིལ་རྡུང				4
ཏིལ་སྐྱེས				1
ཏིལ་སྦྱང				8
ཏུག				92
ཏུར་ཏུར				6
ཏུར་རེ				8
ཏེ་ལོ				79
ཏེ་སེ				4
ཏེལ་པ				15
ཏོག				2793
ཏོག་ཙེ				129
ཏོག་རྩེ				2
ཏོང་ཁུན				1
ཏོང་ཏོང				4
ཏོལ				76
ཏྲི་ཤུ་ལ				4
ཏྲེ་བོ				36
ཏྲེ་མ				12
ཏྲེམ				1
ཏྲེམ་ནག				1
ཏྲོན				38
ཐ				18106
ཐ་ག་པ				265
ཐ་གི				8
ཐ་གུ				60
ཐ་གྲུ				69
ཐ་ཆད				208
ཐ་ཆུང				394
ཐ་ན				32
ཐ་བ				328
ཐ་མ				14191
ཐ་ཚིག				1593
ཐ་ར་ར				2
ཐ་རམ				22
ཐ་རྒོད				30
ཐ་སྐར				332
ཐ་སྙད				25684
ཐག				21925
ཐག་གུ				10
ཐག་གྲུ				1
ཐག་ཐག				2
ཐག་ཐུག				2
ཐག་པ				4429
ཐག་རྒྱ				2
ཐག་རྒྱང				1
ཐགས				1157
ཐགས་མ				2
ཐགས་མཁན				29
ཐགས་ར				1
ཐང				6261
ཐང་ཁྲག				1
ཐང་ག				4
ཐང་གཅིག				5
ཐང་གཞི				1
ཐང་ཆུ				14
ཐང་ཆེན				23
ཐང་ཐུང				1
ཐང་དཀར				7
ཐང་དབྱེ				1
ཐང་པོ				10
ཐང་མ				7
ཐང་ཡིག				14
ཐང་ལྷ				32
ཐང་ལྷོད				53
ཐང་ཤད				2
ཐང་ཤིང				158
ཐང་སྐུ				151
ཐང་སྒྲོན				1
ཐང་སྟོང				41
ཐང་སྨན				2
ཐད				5845
ཐད་ཀ				74
ཐད་དྲང				2
ཐད་སོ				14
ཐན				219
ཐན་ཀོར				27
ཐན་ཐུན				12
ཐན་པ				147
ཐན་བྱུང				1
ཐན་ལྟས				99
ཐན་སྐད				6
ཐན་སྐོར				2
ཐན་སྤྲིན				3
ཐབ་ཀ				19
ཐབ་ཀ་བ				1
ཐབ་ཁ				9
ཐབ་ཁང				3
ཐབ་ཁུང				1425
ཐབ་གཞོབ				29
ཐབ་གཡོག				1
ཐབ་གསུར				2
ཐབ་ཐིབ				1
ཐབ་བསུ				20
ཐབ་ཚང				9
ཐབ་རྡོ				2
ཐབ་ལ				25
ཐབ་ལྷ				18
ཐབ་ཤོར				5
ཐབ་སྐྱེལ				9
ཐབ་སྣོད				6
ཐབས				58614
ཐབས་བྲལ				2
ཐབས་མཁས				191
ཐབས་མེད				21
ཐབས་ཚུལ				190
ཐབས་ཟད				2
ཐབས་འཕྲུལ				3
ཐབས་ལམ				1232
ཐབས་ཤེས				4513
ཐམ་ཀ				4
ཐམ་ག				9
ཐམ་ཐམ				7
ཐམ་ཐོམ				6
ཐམ་པ				619
ཐམ་ཕྲན				8
ཐམ་ལག				1
ཐམས				2754
ཐམས་ཅད				447936
ཐར་ཆགས				16
ཐར་ཐར				6
ཐར་ཐོར				21
ཐར་ནུ				102
ཐར་པ				15994
ཐར་བ				800
ཐར་མ				12
ཐར་མདོ				2
ཐར་ལམ				886
ཐར་ས				42
ཐལ་ཀར				12
ཐལ་གོང				48
ཐལ་ངག				70
ཐལ་ཆ				1
ཐལ་ཆུ				14
ཐལ་ཆེན				439
ཐལ་ཏྲེས				2
ཐལ་ཐལ				9
ཐལ་ཕྱགས				5
ཐལ་བ				9408
ཐལ་བྱུང				25
ཐལ་མ				15
ཐལ་མདོག				5
ཐལ་མོ				8701
ཐལ་ཚན				51
ཐལ་ཞག				8
ཐལ་འགྱུར				3217
ཐལ་རང				277
ཐལ་རྡུལ				7
ཐལ་རླུང				7
ཐལ་ལྕག				105
ཐལ་སྐད				1
ཐལ་སྦྱར				118
ཐལ་སྨན				9
ཐི་གུ				32
ཐི་བ				37
ཐི་ར				5
ཐིག				4074
ཐིག་ནག				103
ཐིག་པ				151
ཐིག་པོ				14
ཐིག་མ				13
ཐིག་ཚད				20
ཐིག་ཚོན				406
ཐིག་རིས				2
ཐིག་རྩ				30
ཐིག་ལེ				20378
ཐིག་ཤིང				10
ཐིག་སྐུད				736
ཐིག་སྒྲོམ				1
ཐིགས་པ				951
ཐིགས་ས				2
ཐིང				259
ཐིང་ཡུག				2
ཐིང་རིལ				7
ཐིང་ལི				1
ཐིངས་པ				8
ཐིབ་པ				11
ཐིབས་པོ				225
ཐིབས་སེ				31
ཐིམ་པ				2627
ཐིམ་བུ				12
ཐིམ་རིམ				196
ཐིའུ				7
ཐུ་པོ				2
ཐུ་བ				258
ཐུ་བོ				625
ཐུ་མི				2
ཐུ་མེད				3
ཐུ་མོ				25
ཐུ་རུ				3
ཐུ་རེ				2
ཐུ་ལུད				1
ཐུ་ལུམ				117
ཐུག				19693
ཐུག་ཆོམ				11
ཐུག་ཐུབ				21
ཐུག་དར				1
ཐུག་ནག				1
ཐུག་པ				5053
ཐུག་མཚམས				1
ཐུག་མེད				472
ཐུག་འཕྲད				9
ཐུག་འབྲས				4
ཐུག་ཡས				3
ཐུག་རྔ				5
ཐུག་སྡོར				1
ཐུགས				68634
ཐུགས་ཀ				601
ཐུགས་ཁུར				44
ཐུགས་ཁྲལ				69
ཐུགས་གཉེར				33
ཐུགས་གཡེང				3
ཐུགས་ཆུད				53
ཐུགས་ཐག				27
ཐུགས་དགོངས				2027
ཐུགས་དམ				20600
ཐུགས་བག				1
ཐུགས་བདེན				11
ཐུགས་བཞེད				120
ཐུགས་བསམ				89
ཐུགས་བསྐྱེད				23
ཐུགས་བྲེལ				31
ཐུགས་མཁྱེན				21
ཐུགས་མཉེས				1
ཐུགས་མད				18
ཐུགས་འཁྲུགས				1
ཐུགས་འདུན				168
ཐུགས་རིག				8
ཐུགས་རྒྱལ				41
ཐུགས་རྒྱུད				2494
ཐུགས་རྗེ				15414
ཐུགས་ལས				736
ཐུགས་ལྔ				2
ཐུགས་སྤྲོ				15
ཐུགས་སྨོན				26
ཐུགས་སྲས				715
ཐུང་ངུ				191
ཐུང་ཐུང				9
ཐུང་བ				856
ཐུད				186
ཐུད་ཐུད				3
ཐུན				12827
ཐུན་གཏོར				356
ཐུན་ཐུན				22
ཐུན་དོང				14
ཐུན་དྲུག				136
ཐུན་པ				48
ཐུན་ཕྱེད				88
ཐུན་བཅད				9
ཐུན་བར				54
ཐུན་བྲབ				62
ཐུན་བྲབས				3
ཐུན་མ				64
ཐུན་མོང				25959
ཐུན་ཚོད				1000
ཐུན་སྦྱོར				1
ཐུབ་ཆེན				378
ཐུབ་ཆོད				25
ཐུབ་དཀའ				53
ཐུབ་དབང				1487
ཐུབ་པ				7851
ཐུབ་བསྟན				1480
ཐུབ་ཙམ				3
ཐུབ་ཚོད				9
ཐུམ་ཐུམ				11
ཐུམ་པ				7
ཐུམ་པོ				128
ཐུམ་བུ				146
ཐུར				3864
ཐུར་གྲིབ				1
ཐུར་མ				437
ཐུར་མགོ				14
ཐུར་མདའ				2
ཐུར་འགྲོ				6
ཐུར་འཕྱང				2
ཐུར་འབབ				1
ཐུར་ཤིང				4
ཐུར་སྲང				1
ཐུལ				1061
ཐུལ་པ				71
ཐུལ་བ				245
ཐུལ་ལེ				3
ཐུས				19
ཐེ་གཏོགས				1
ཐེ་གི				2
ཐེ་གེ				1
ཐེ་བ				20
ཐེ་བཙུགས				8
ཐེ་བོ				13
ཐེ་བྲང				34
ཐེ་ཙོམ				1202
ཐེ་ཚོམ				16696
ཐེག				833
ཐེག་ཆུང				53
ཐེག་ཆེན				13890
ཐེག་དམན				2809
ཐེག་པ				35814
ཐེག་མཆོག				369
ཐེག་ཚད				25
ཐེགས་པ				11
ཐེང་པོ				20
ཐེང་བ				3
ཐེངས				450
ཐེངས་པ				29
ཐེད				61
ཐེད་པོ				1
ཐེན་པ				30
ཐེབ				148
ཐེབ་པ				56
ཐེབས				1258
ཐེབས་པ				719
ཐེབས་རེ				22
ཐེམ་ཁ				3
ཐེམ་པ				181
ཐེམ་བུ				63
ཐེམ་བྱང				90
ཐེམ་ཡིག				79
ཐེམ་རྩ				2
ཐེམ་སྐས				659
ཐེམས་པ				47
ཐེའུ				535
ཐེའུ་རང				3
ཐེར་གཟན				3
ཐེར་ཐེར				2
ཐེར་པོ				2
ཐེར་ཕྲུག				4
ཐེར་མ				29
ཐེར་ཟུག				764
ཐེར་འབུམ				464
ཐེར་སྲབ				1
ཐེལ				204
ཐེལ་ཚེ				1
ཐོ				1759
ཐོ་ཅོ				50
ཐོ་ཆེན				19
ཐོ་ཆོ				5
ཐོ་ཐོ				1
ཐོ་ཕྱི				26
ཐོ་བ				1109
ཐོ་འགོད				1
ཐོ་ཡིག				153
ཐོ་ཡོར				40
ཐོ་རངས				2425
ཐོ་རུ				1
ཐོ་རེ་བ				21
ཐོ་རེངས				74
ཐོ་ལུམ				82
ཐོ་ལེ				12
ཐོ་ལོག				1
ཐོ་སོ				2
ཐོ་སྐོར				3
ཐོག				12628
ཐོག་གཡོགས				1
ཐོག་གུ				7
ཐོག་ཐག				272
ཐོག་ཐོག				25
ཐོག་དཔངས				18
ཐོག་དྲངས				85
ཐོག་དྲུང				1
ཐོག་བརྩེགས				2
ཐོག་བུ				1
ཐོག་མ				11224
ཐོག་མཐའ				892
ཐོག་མདའ				23
ཐོག་མདེལ				6
ཐོག་མེད				1052
ཐོག་རིམ				1
ཐོག་རུས				4
ཐོག་རྒོད				86
ཐོག་རྒྱུག				4
ཐོག་རྡོ				2
ཐོག་ལྕགས				21
ཐོག་ལྡན				1
ཐོག་ཤས				14
ཐོག་སྒྲ				3
ཐོགས				16395
ཐོགས་པ				9927
ཐོགས་བཅས				296
ཐོགས་མཐའ				2
ཐོགས་མེད				3519
ཐོང				1649
ཐོང་གཤོལ				2
ཐོང་པ				8
ཐོང་བ				27
ཐོང་འཛིན				1
ཐོང་ལྕགས				3
ཐོང་སོ				4
ཐོད				5847
ཐོད་ཁྲག				1302
ཐོད་པ				10450
ཐོད་ཕོར				28
ཐོད་ཕྲེང				1243
ཐོད་བཅིངས				8
ཐོད་ཚལ				44
ཐོད་རས				2
ཐོད་རུས				39
ཐོད་རྒལ				431
ཐོད་རྒྱན				5
ཐོད་རྔ				231
ཐོད་སྐམ				1032
ཐོན				4062
ཐོན་ཁུངས				1
ཐོན་ཐི				1
ཐོན་པ				1574
ཐོན་ཕྱག				2
ཐོན་བུ				2
ཐོན་མི				13
ཐོན་ཡུལ				1
ཐོབ				50873
ཐོབ་གྲངས				6
ཐོབ་ཆ				9
ཐོབ་ཆུ				3
ཐོབ་ཐང				36
ཐོབ་ནོར				37
ཐོབ་པ				30689
ཐོབ་བྱེད				641
ཐོབ་ཡིག				10
ཐོབ་རིམ				8
ཐོབ་རྒྱལ				15
ཐོབ་ཤ				10
ཐོབ་ཤོར				2
ཐོབ་སྐལ				43
ཐོམ				28
ཐོམ་ཡོར				2
ཐོམས				7
ཐོར་ཅོག				292
ཐོར་ཏོ				18
ཐོར་ཐུན				158
ཐོར་ནད				1
ཐོར་པ				50
ཐོར་བ				23
ཐོར་བུ				239
ཐོར་མ				7
ཐོར་མོ				1
ཐོར་ཚུགས				771
ཐོལ				660
ཐོས་གྲོལ				48
ཐོས་ཆུང				85
ཐོས་དབང				1
ཐོས་པ				11718
ཐོས་བསམ				2920
ཐོས་བྱུང				16
ཐོས་བྱེད				14
ཐོས་མང				11
ཐོས་མཆོག				6
ཐོས་ཚད				29
ཐོས་ཚོད				3
ཐོས་འཛིན				23
ཐོས་རྒྱ				15
ཐོས་ལོ				10
ཐོས་སྒྲོག				4
ཐོས་སྣང				13
ད				62520
ད་ག				4
ད་གདོད				5
ད་ཆོག				2
ད་ཏྲིག				1
ད་དུང				3107
ད་དྲག				1
ད་ནང				12
ད་ཕྱིན				1
ད་བྱིད				33
ད་ཚུར				11
ད་ཚོད				3
ད་ར				47
ད་རུང				63
ད་རྒན				2
ད་ལན				9
ད་ལམ				576
ད་ལོ				5
ད་སྒོས				1
དཀག				5
དཀན				53
དཀན་གཉེར				2
དཀའ་གནད				100
དཀའ་ངལ				16
དཀའ་ཆེན				55
དཀའ་ཐུབ				3257
དཀའ་དཀའ				8
དཀའ་པོ				5
དཀའ་བ				7693
དཀའ་མདོ				1
དཀའ་མོ				60
དཀའ་ཚད				4
དཀའ་ཚེགས				160
དཀའ་འགྲེལ				649
དཀའ་ལས				275
དཀའ་སྣང				3
དཀའ་སྤྱད				709
དཀར་ཁུང				59
དཀར་ཁྲ				21
དཀར་གཙང				13
དཀར་གཡའ				1
དཀར་གསལ				642
དཀར་གསུམ				434
དཀར་གསུར				1
དཀར་ཆ				540
དཀར་ཆག				1256
དཀར་ཆལ				11
དཀར་ཆུ				17
དཀར་ཆོས				94
དཀར་ཐིག				27
དཀར་དམར				1567
དཀར་དུས				4
དཀར་ནག				1579
དཀར་པོ				19284
དཀར་ཕིབས				1
དཀར་ཕུད				10
དཀར་ཕྱོགས				1031
དཀར་བ				1650
དཀར་བརྩེགས				3
དཀར་བསོད				4
དཀར་མདངས				9
དཀར་མཛེས				42
དཀར་མི				24
དཀར་མིན				47
དཀར་མེ				86
དཀར་མོ				4461
དཀར་ཟལ				348
དཀར་ཟས				1
དཀར་ཟླ				18
དཀར་འགྱེད				30
དཀར་འཇམ				93
དཀར་འདོན				2
དཀར་འབྱམས				11
དཀར་འཛིན				144
དཀར་འོད				31
དཀར་ཡོལ				179
དཀར་རིགས				5
དཀར་རུ				10
དཀར་རྐྱང				2
དཀར་རྒྱན				47
དཀར་རྩི				73
དཀར་རྩིས				14
དཀར་ལམ་མེ				9
དཀར་ལས				12
དཀར་ལྡན				17
དཀར་ཤ				4
དཀར་སངས				12
དཀར་སེར				177
དཀར་སྐྱ				12
དཀར་སྐྱོང				4
དཀར་སྟོན				8
དཀར་སྤྱད				9
དཀར་སྤྲོ				26
དཀུ				610
དཀུ་བ				14
དཀོན་ཅོག				42
དཀོན་མཆོག				20045
དཀྱིལ་གཞུང				3
དཀྱིལ་ཆོག				1573
དཀྱིལ་ཐང				48
དཀྱིལ་ཐད				2
དཀྱིལ་ཕྱོགས				1
དཀྱིལ་མ				28
དཀྱིལ་མཛུབ				3
དཀྱིལ་རྒྱུད				1
དཀྱིལ་སྒོ				2
དཀྱུ་བ				3
དཀྱུས				4133
དཀྱུས་པ				4
དཀྱུས་མོ				3
དཀྱེལ				17
དཀྱེལ་པོ་ཆེ				1
དཀྲི་བ				155
དཀྲིག				20
དཀྲིགས				131
དག				440570
དག་ཆ				18
དག་ཐེར				1
དག་དུག				5
དག་པ				62088
དག་པོ				45
དག་བཅོས				6
དག་བྱེད				389
དག་མ				3
དག་ཞིང				15
དག་ཡིག				16
དག་ས				36
དག་སྣང				1383
དག་སྦྱོར				14
དགག				7542
དགག་གཞག				219
དགག་དབྱེ				1944
དགག་པ				12503
དགག་བྱ				3310
དགག་ཚིག				52
དགག་རྟགས				222
དགག་ལན				11
དགག་སྒྲུབ				3001
དགང་གཟར				658
དགང་བ				294
དགང་བླུགས				720
དགབ་པ				153
དགའ་གུས				22
དགའ་གྲོགས				2
དགའ་ཕྱོགས				3
དགའ་བ				25246
དགའ་བདེ				548
དགའ་བོ				2110
དགའ་བྱེད				563
དགའ་བྲོད				49
དགའ་མ				164
དགའ་མོ				203
དགའ་ཚལ				289
དགའ་ཚོར				12
དགའ་འཁྱིལ				141
དགའ་ཡ་ལེ				2
དགའ་རབ				164
དགའ་ལྡན				2762
དགའ་སེམས				24
དགའ་སྐྱིད				44
དགའ་སྟོན				2737
དགའ་སྣང				6
དགའ་སྤྱོད				42
དགའ་སྤྲོ				303
དགར་བ				41
དགལ་བ				11
དགས་པ				19
དགུ				26915
དགུ་གཏོར				34
དགུ་ཐུབ				2
དགུ་ཐོག				21
དགུ་པ				6126
དགུ་ཕྲུགས				60
དགུ་བ				73
དགུ་མཐའ				10
དགུ་མདའ				1
དགུ་ཚིག				2
དགུ་ཚིགས				3
དགུ་རྒྱུད				10
དགུག				4103
དགུག་གཞུག				28
དགུང				675
དགུང་གྲངས				205
དགུང་ཆར				25
དགུང་ཐུན				12
དགུང་བདུན				5
དགུང་ཚིགས				14
དགུང་ཞག				36
དགུང་ཟླ				69
དགུང་ལོ				3051
དགུང་སྔོན				9
དགུང་སྙིང				7
དགུན་ཁ				2
དགུན་ཟླ				67
དགུན་ལམ				1
དགུན་སྟོད				53
དགུན་སྨད				2
དགུམ་པ				25
དགུར་བ				4
དགུར་མོ				1
དགེ་གཞོན				3
དགེ་གཡོག				6
དགེ་ཆུང				141
དགེ་ཆོས				226
དགེ་དགེ				2
དགེ་ཕྱོགས				74
དགེ་ཕྲུག				2
དགེ་བ				37015
དགེ་བཤེས				1275
དགེ་བསྙེན				5715
དགེ་བསྙེན་མ				950
དགེ་བྱེད				129
དགེ་མ				96
དགེ་མཚན				922
དགེ་ཚུལ				5451
དགེ་ཚུལ་མ				592
དགེ་ཚོགས				1336
དགེ་འདུན				39254
དགེ་རྒན				71
དགེ་རྒྱས				414
དགེ་རྩ				2236
དགེ་ལས				204
དགེ་ལེགས				4673
དགེ་ལྟས				17
དགེ་སེམས				210
དགེ་སྐྱོན				2
དགེ་སྟོང				2
དགེ་སྡིག				1115
དགེ་སྤྱོད				49
དགེ་སྦྱོང				7908
དགེ་སྦྱོར				3617
དགེ་སློང				72619
དགེ་སློབ				103
དགེ་སློབ་མ				677
དགེས་པ				227
དགོ་དགོ				4
དགོ་བ				17
དགོག				27
དགོག་པ				6
དགོང་ཇ				10
དགོང་ཐུན				162
དགོང་བ				3
དགོང་བཅད				1
དགོང་མོ				273
དགོངས་གཏེར				281
དགོངས་གསོལ				78
དགོངས་དག				3
དགོངས་པ				24033
དགོངས་བཞེད				124
དགོངས་མཆོད				1
དགོངས་མཐུན				2
དགོངས་ཞུ				2
དགོངས་ཟབ				9
དགོངས་འགལ				2
དགོངས་འགྲེལ				1579
དགོངས་འཆར				3
དགོངས་རྫོགས				237
དགོངས་སྐོར				4
དགོད				2429
དགོད་གཞི				3
དགོད་པ				2927
དགོན་གནས				361
དགོན་དུང				24
དགོན་པ				3538
དགོན་པ་བ				168
དགོན་ལག				15
དགོན་ཤུལ				1
དགོན་སྡེ				155
དགོས				44514
དགོས་ངེས				31
དགོས་ཆ				17
དགོས་ཆས				8
དགོས་ཆེད				37
དགོས་དབང				20
དགོས་དོན				375
དགོས་པ				35231
དགོས་འདོད				1757
དགོས་འབྲེལ				308
དགྱེ་དགྱེ				1
དགྱེ་བ				125
དགྱེ་བོ				6
དགྱེད་དགྱེད				3
དགྱེད་པ				9
དགྱེའོ				3
དགྱེས་དགྱེས				2
དགྱེས་པ				2845
དགྱེས་པ་རྡོ་རྗེ				482
དགྱེས་ཚོར				15
དགྱེས་ཞལ				18
དགྱེས་འཛུམ				36
དགྱེས་སྟོན				4
དགྲ་ཁང				10
དགྲ་གཉེན				363
དགྲ་གདོན				2
དགྲ་གཤེད				37
དགྲ་གྲོགས				19
དགྲ་ངན				32
དགྲ་ཆ				31
དགྲ་ཆོས				47
དགྲ་ཐབས				35
དགྲ་དམག				2
དགྲ་ནག				517
དགྲ་ཕྱོགས				281
དགྲ་ཕྱྭ				33
དགྲ་བགེགས				4239
དགྲ་བོ				3962
དགྲ་མགོ				38
དགྲ་ཞུ				1
དགྲ་ཟོན				1
དགྲ་ཟླ				58
དགྲ་ཡ				3
དགྲ་ལན				24
དགྲ་ལྷ				185
དགྲ་ཤ				76
དགྲ་སེམས				2
དགྲ་སྟ				178
དགྲ་སྲི				33
དགྲད་པ				6
དགྲམ་པ				261
དགྲོངས				6
དགྲོལ་བ				361
དང་ཁ				2
དང་ག				19
དང་པོ				162718
དང་བ				1208
དང་རུ				8
དང་རྭ				2
དང་ལ				1
དང་ལེན				13
དང་སེམས				3
དངགས				35
དངངས་པ				94
དངངས་སྐྲག				21
དངར་ཁ				3
དངར་བ				176
དངུལ				4576
དངུལ་ཀོང				1
དངུལ་གདུང				25
དངུལ་ཆུ				644
དངུལ་དམ				5
དངུལ་དུང				1
དངུལ་ཕོར				8
དངུལ་མདུང				1
དངུལ་ཟིལ				2
དངུལ་འབུམ				1
དངུལ་འཛིན				1
དངུལ་རྐྱན				1
དངུལ་རྡོ				12
དངུལ་རྡོ་ཚད				1
དངུལ་སྐུ				4
དངུལ་སྐུད				1
དངུལ་སྲང				18
དངོ				47
དངོས				49912
དངོས་གནས				87
དངོས་གཙང				30
དངོས་གསལ				13
དངོས་གྲུབ				56509
དངོས་ཆས				3
དངོས་དུག				1
དངོས་དོན				172
དངོས་པོ				62804
དངོས་ཕན				1
དངོས་བཏགས				150
དངོས་བདག				14
དངོས་བདེན				20
དངོས་བསྟན				2921
དངོས་མཐོང				37
དངོས་མིང				477
དངོས་མེད				5803
དངོས་འགལ				1069
དངོས་འབྲས				385
དངོས་འབྲེལ				172
དངོས་འཛིན				1257
དངོས་ཡུལ				531
དངོས་ཡོད				107
དངོས་རིགས				7
དངོས་རྒྱུ				683
དངོས་རྗེན				1
དངོས་རྟོགས				82
དངོས་རྫས				126
དངོས་ཤུགས				343
དངོས་སྐྱེས				1
དངོས་སྡིག				16
དངོས་སྣ				1
དངོས་སྤྱད				34
དངོས་སྦྱོང				1
དངོས་སློབ				588
དད་གུས				986
དད་པ				17527
དད་མོས				105
དད་ཞེན				8
དད་ཟས				71
དད་འདུན				123
དད་འདུས				9
དད་རྫས				144
